Penn-F-2	Penn-F-2.filt.sam	PQ625042	264200	891	0.997
Penn-F-2	Penn-F-2.filt.sam	PQ625202	190322	286	0.998
1020-F-31	1020-F-31.filt.sam	PQ625086	29021	120	0.996
1020-F-31	1020-F-31.filt.sam	PQ624983	70383	329	0.995
1020-F-31	1020-F-31.filt.sam	PQ624875	42396	154	0.996
1020-F-31	1020-F-31.filt.sam	PQ625170	33356	150	0.996
Briarwood-D9	Briarwood-D9.filt.sam	PQ625005	10609	61	0.994
Briarwood-D9	Briarwood-D9.filt.sam	PQ624900	8650	26	0.997
Briarwood-D9	Briarwood-D9.filt.sam	PQ625108	4822	35	0.993
Briarwood-D9	Briarwood-D9.filt.sam	PQ625180	20214	74	0.996
mel-21-MDS-9	mel-21-MDS-9.filt.sam	PQ624845	3624	44	0.988
mel-21-MDS-9	mel-21-MDS-9.filt.sam	PQ625154	2229	80	0.965
mel-21-MDS-9	mel-21-MDS-9.filt.sam	PQ624955	5703	87	0.985
mel-21-MDS-9	mel-21-MDS-9.filt.sam	PQ625059	3807	154	0.961
1020-A7	1020-A7.filt.sam	PQ624976	9636	120	0.988
1020-A7	1020-A7.filt.sam	PQ625079	9373	142	0.985
1020-A7	1020-A7.filt.sam	PQ625166	3744	71	0.981
1020-A7	1020-A7.filt.sam	PQ624867	8121	63	0.992
1020-A7	1020-A7.filt.sam	PQ624868	6560	39	0.994
ME-F-9	ME-F-9.filt.sam	PQ624913	706	16	0.978
ME-F-9	ME-F-9.filt.sam	PQ625018	342	11	0.969
Penn-M-10	Penn-M-10.filt.sam	PQ624948	210561	643	0.997
Penn-M-10	Penn-M-10.filt.sam	PQ625052	438425	1693	0.996
Penn-M-10	Penn-M-10.filt.sam	PQ625150	182660	580	0.997
Penn-M-10	Penn-M-10.filt.sam	PQ625211	1015441	2250	0.998
Penn-F-12	Penn-F-12.filt.sam	PQ625207	414	2	0.995
Penn-F-12	Penn-F-12.filt.sam	PQ625147	1465	7	0.995
Penn-F-12	Penn-F-12.filt.sam	PQ624944	1224	2	0.998
Penn-F-12	Penn-F-12.filt.sam	PQ625049	3547	17	0.995
James-A5	James-A5.filt.sam	PQ625186	82		1.000
James-A5	James-A5.filt.sam	PQ624909	282	5	0.983
James-A5	James-A5.filt.sam	PQ625117	136	4	0.971
James-A5	James-A5.filt.sam	PQ625014	561		1.000
ME-M-4	ME-M-4.filt.sam	PQ625021	13273	324	0.976
