name,target,ct,tm1,positive,location,sex,date
Wabash_P3_082023_29,galbut_2165_2170,32.156,83.079,Y,Wabash,unk,August
Wabash_P3_082023_30,galbut_2165_2170,32.023,75.716,N,Wabash,unk,August
Wabash_P3_082023_31,galbut_2165_2170,15.320,83.045,Y,Wabash,unk,August
Wabash_P3_082023_32,galbut_2165_2170,27.356,74.704,N,Wabash,unk,August
Wabash_P3_082023_33,galbut_2165_2170,32.323,79.258,N,Wabash,unk,August
Wabash_P3_082023_34,galbut_2165_2170,13.518,83.082,Y,Wabash,unk,August
Wabash_P3_082023_35,galbut_2165_2170,18.265,83.628,Y,Wabash,unk,August
Wabash_P3_082023_36,galbut_2165_2170,29.747,77.544,N,Wabash,unk,August
Wabash_P3_082023_37,galbut_2165_2170,31.420,74.869,N,Wabash,unk,August
Wabash_P3_082023_38,galbut_2165_2170,0,81.808,N,Wabash,unk,August
Wabash_P3_082023_39,galbut_2165_2170,21.124,75.439,N,Wabash,unk,August
Wabash_P3_082023_40,galbut_2165_2170,32.203,83.370,Y,Wabash,unk,August
Wabash_P3_082023_41,galbut_2165_2170,30.550,75.009,N,Wabash,unk,August
Wabash_P3_082023_42,galbut_2165_2170,33.743,78.407,N,Wabash,unk,August
Wabash_P3_082023_43,galbut_2165_2170,14.636,83.186,Y,Wabash,unk,August
Wabash_P3_082023_44,galbut_2165_2170,13.680,83.045,Y,Wabash,unk,August
Wabash_P3_082023_45,galbut_2165_2170,10.845,82.940,Y,Wabash,unk,August
Wabash_P3_082023_46,galbut_2165_2170,20.138,75.294,N,Wabash,unk,August
Wabash_P3_082023_47,galbut_2165_2170,12.115,83.062,Y,Wabash,unk,August
Wabash_P3_082023_48,galbut_2165_2170,29.818,83.062,Y,Wabash,unk,August
Wabash_P3_082023_49,galbut_2165_2170,26.864,83.224,Y,Wabash,unk,August
Wabash_P3_082023_50,galbut_2165_2170,0,75.860,N,Wabash,unk,August
Wabash_P3_082023_51,galbut_2165_2170,13.889,83.087,Y,Wabash,unk,August
Wabash_P3_082023_52,galbut_2165_2170,13.963,83.087,Y,Wabash,unk,August
Wabash_P3_082023_53,galbut_2165_2170,28.858,82.938,Y,Wabash,unk,August
Wabash_P3_082023_54,galbut_2165_2170,30.385,75.150,N,Wabash,unk,August
Wabash_P3_082023_55,galbut_2165_2170,16.404,83.045,Y,Wabash,unk,August
Wabash_P3_082023_56,galbut_2165_2170,29.488,83.045,Y,Wabash,unk,August
Wabash_P3_082023_57,galbut_2165_2170,15.888,82.798,Y,Wabash,unk,August
Wabash_P3_082023_58,galbut_2165_2170,13.392,82.798,Y,Wabash,unk,August
Wabash_P3_082023_59,galbut_2165_2170,22.942,82.920,Y,Wabash,unk,August
Wabash_P3_082023_60,galbut_2165_2170,27.690,82.920,Y,Wabash,unk,August
Wabash_P3_082023_61,galbut_2165_2170,19.132,83.224,Y,Wabash,unk,August
Wabash_P3_082023_62,galbut_2165_2170,13.272,83.082,Y,Wabash,unk,August
Wabash_P3_082023_63,galbut_2165_2170,25.772,82.945,Y,Wabash,unk,August
Wabash_P3_082023_64,galbut_2165_2170,29.822,83.087,N,Wabash,unk,August
Wabash_P3_082023_65,galbut_2165_2170,15.810,83.079,Y,Wabash,unk,August
Wabash_P3_082023_66,galbut_2165_2170,15.004,83.079,Y,Wabash,unk,August
Wabash_P3_082023_67,galbut_2165_2170,25.564,83.045,Y,Wabash,unk,August
Wabash_P3_082023_68,galbut_2165_2170,31.993,83.045,Y,Wabash,unk,August
Wabash_P3_082023_69,galbut_2165_2170,30.616,75.577,N,Wabash,unk,August
Wabash_P3_082023_70,galbut_2165_2170,14.819,82.940,Y,Wabash,unk,August
Wabash_P3_082023_71,galbut_2165_2170,25.488,83.062,Y,Wabash,unk,August
Wabash_P3_082023_72,galbut_2165_2170,27.982,83.062,Y,Wabash,unk,August
Wabash_P3_082023_73,galbut_2165_2170,18.779,83.224,Y,Wabash,unk,August
Wabash_P3_082023_74,galbut_2165_2170,26.819,76.002,N,Wabash,unk,August
Peaches_082023_1,galbut_2165_2170,12.738,83.378,Y,Unknown,unk,August
Peaches_082023_2,galbut_2165_2170,13.662,83.378,Y,Unknown,unk,August
Peaches_082023_3,galbut_2165_2170,16.729,83.402,Y,Unknown,unk,August
Peaches_082023_4,galbut_2165_2170,29.542,83.402,Y,Unknown,unk,August
Peaches_082023_5,galbut_2165_2170,12.820,83.377,Y,Unknown,unk,August
Peaches_082023_6,galbut_2165_2170,13.336,83.377,Y,Unknown,unk,August
Peaches_082023_7,galbut_2165_2170,25.949,83.264,Y,Unknown,unk,August
Peaches_082023_8,galbut_2165_2170,14.228,83.550,Y,Unknown,unk,August
Peaches_082023_9,galbut_2165_2170,21.471,75.814,N,Unknown,unk,August
Peaches_082023_10,galbut_2165_2170,20.393,83.507,Y,Unknown,unk,August
Peaches_082023_11,galbut_2165_2170,22.897,83.637,Y,Unknown,unk,August
Peaches_082023_12,galbut_2165_2170,13.485,83.637,Y,Unknown,unk,August
Peaches_082023_13,galbut_2165_2170,18.563,83.093,Y,Unknown,unk,August
Peaches_082023_14,galbut_2165_2170,25.905,83.093,Y,Unknown,unk,August
Peaches_082023_15,galbut_2165_2170,19.533,83.402,Y,Unknown,unk,August
Peaches_082023_16,galbut_2165_2170,19.981,76.696,N,Unknown,unk,August
Peaches_082023_17,galbut_2165_2170,22.010,82.949,Y,Unknown,unk,August
Peaches_082023_18,galbut_2165_2170,17.345,83.234,Y,Unknown,unk,August
Peaches_082023_19,galbut_2165_2170,23.020,83.407,Y,Unknown,unk,August
Peaches_082023_20,galbut_2165_2170,14.395,83.407,Y,Unknown,unk,August
Peaches_082023_21,galbut_2165_2170,23.699,83.365,Y,Unknown,unk,August
Peaches_082023_22,galbut_2165_2170,13.739,83.365,Y,Unknown,unk,August
Peaches_082023_23,galbut_2165_2170,14.265,83.494,Y,Unknown,unk,August
Peaches_082023_24,galbut_2165_2170,22.505,83.494,Y,Unknown,unk,August
Peaches_082023_25,galbut_2165_2170,11.589,83.378,Y,Unknown,unk,August
Peaches_082023_26,galbut_2165_2170,11.438,83.093,Y,Unknown,unk,August
Peaches_082023_27,galbut_2165_2170,21.583,83.116,Y,Unknown,unk,August
Peaches_082023_28,galbut_2165_2170,10.912,83.402,Y,Unknown,unk,August
Peaches_082023_29,galbut_2165_2170,20.726,83.234,Y,Unknown,unk,August
Peaches_082023_30,galbut_2165_2170,10.962,83.092,Y,Unknown,unk,August
Peaches_082023_31,galbut_2165_2170,24.791,83.264,Y,Unknown,unk,August
Peaches_082023_32,galbut_2165_2170,26.410,83.122,Y,Unknown,unk,August
Peaches_082023_33,galbut_2165_2170,11.344,83.222,Y,Unknown,unk,August
Peaches_082023_34,galbut_2165_2170,11.298,83.365,Y,Unknown,unk,August
Peaches_082023_35,galbut_2165_2170,10.749,83.210,Y,Unknown,unk,August
Peaches_082023_36,galbut_2165_2170,27.710,83.494,Y,Unknown,unk,August
Peaches_082023_37,galbut_2165_2170,24.599,82.950,Y,Unknown,unk,August
Peaches_082023_38,galbut_2165_2170,23.582,83.235,Y,Unknown,unk,August
Peaches_082023_39,galbut_2165_2170,20.898,82.831,Y,Unknown,unk,August
Peaches_082023_40,galbut_2165_2170,12.226,83.116,Y,Unknown,unk,August
Peaches_082023_41,galbut_2165_2170,13.721,83.092,Y,Unknown,unk,August
Peaches_082023_42,galbut_2165_2170,16.198,83.234,Y,Unknown,unk,August
Peaches_082023_43,galbut_2165_2170,13.410,83.407,Y,Unknown,unk,August
Peaches_082023_44,galbut_2165_2170,13.212,83.264,Y,Unknown,unk,August
Peaches_082023_45,galbut_2165_2170,12.600,83.080,Y,Unknown,unk,August
Peaches_082023_46,galbut_2165_2170,12.256,83.365,Y,Unknown,unk,August
Peaches_082023_47,galbut_2165_2170,14.154,83.352,Y,Unknown,unk,August
Peaches_082023_48,galbut_2165_2170,20.274,83.067,Y,Unknown,unk,August
Peaches_082023_49,galbut_2165_2170,11.386,83.235,Y,Unknown,unk,August
Peaches_082023_50,galbut_2165_2170,32.184,83.520,N,Unknown,unk,August
Peaches_082023_51,galbut_2165_2170,11.613,82.974,Y,Unknown,unk,August
Peaches_082023_52,galbut_2165_2170,20.021,82.974,Y,Unknown,unk,August
Peaches_082023_53,galbut_2165_2170,28.900,82.949,Y,Unknown,unk,August
Peaches_082023_54,galbut_2165_2170,21.805,82.949,Y,Unknown,unk,August
Peaches_082023_55,galbut_2165_2170,11.628,83.122,Y,Unknown,unk,August
Peaches_082023_56,galbut_2165_2170,12.243,83.264,Y,Unknown,unk,August
Peaches_082023_57,galbut_2165_2170,11.899,83.222,Y,Unknown,unk,August
Peaches_082023_58,galbut_2165_2170,25.778,83.222,Y,Unknown,unk,August
Peaches_082023_59,galbut_2165_2170,27.006,83.210,Y,Unknown,unk,August
Peaches_082023_60,galbut_2165_2170,12.319,83.352,Y,Unknown,unk,August
Peaches_082023_61,galbut_2165_2170,13.109,83.235,Y,Unknown,unk,August
Peaches_082023_62,galbut_2165_2170,12.964,83.235,Y,Unknown,unk,August
Peaches_082023_63,galbut_2165_2170,16.523,83.116,Y,Unknown,unk,August
Peaches_082023_64,galbut_2165_2170,13.152,83.402,Y,Unknown,unk,August
Peaches_082023_65,galbut_2165_2170,13.316,83.092,Y,Unknown,unk,August
Peaches_082023_66,galbut_2165_2170,27.463,83.234,Y,Unknown,unk,August
Peaches_082023_67,galbut_2165_2170,12.915,83.264,Y,Unknown,unk,August
Peaches_082023_68,galbut_2165_2170,13.133,83.264,Y,Unknown,unk,August
Peaches_082023_69,galbut_2165_2170,19.897,82.937,Y,Unknown,unk,August
Peaches_082023_70,galbut_2165_2170,13.240,83.222,Y,Unknown,unk,August
Peaches_082023_71,galbut_2165_2170,28.930,76.375,N,Unknown,unk,August
Peaches_082023_72,galbut_2165_2170,28.374,83.067,Y,Unknown,unk,August
Peaches_082023_73,galbut_2165_2170,20.845,83.235,Y,Unknown,unk,August
Peaches_082023_74,galbut_2165_2170,13.011,83.235,Y,Unknown,unk,August
Peaches_082023_75,galbut_2165_2170,12.971,83.116,Y,Unknown,unk,August
Peaches_082023_76,galbut_2165_2170,25.832,82.974,Y,Unknown,unk,August
Peaches_082023_77,galbut_2165_2170,12.692,82.949,Y,Unknown,unk,August
Peaches_082023_78,galbut_2165_2170,12.376,83.234,Y,Unknown,unk,August
Peaches_082023_79,galbut_2165_2170,26.961,83.264,Y,Unknown,unk,August
Peaches_082023_80,galbut_2165_2170,23.655,83.264,Y,Unknown,unk,August
Peaches_082023_81,galbut_2165_2170,11.619,82.937,Y,Unknown,unk,August
Peaches_082023_82,galbut_2165_2170,12.516,83.222,Y,Unknown,unk,August
Peaches_082023_83,galbut_2165_2170,12.590,83.352,Y,Unknown,unk,August
Peaches_082023_84,galbut_2165_2170,12.524,83.352,Y,Unknown,unk,August
Peaches_082023_85,galbut_2165_2170,0,60.001,N,Unknown,unk,August
Peaches_082023_86,galbut_2165_2170,28.142,83.378,Y,Unknown,unk,August
Peaches_082023_87,galbut_2165_2170,25.106,83.116,Y,Unknown,unk,August
Peaches_082023_88,galbut_2165_2170,13.277,83.116,Y,Unknown,unk,August
Peaches_082023_89,galbut_2165_2170,13.740,83.092,Y,Unknown,unk,August
Peaches_082023_90,galbut_2165_2170,23.939,83.234,Y,Unknown,unk,August
Peaches_082023_91,galbut_2165_2170,28.319,82.979,Y,Unknown,unk,August
Peaches_082023_92,galbut_2165_2170,14.670,82.979,Y,Unknown,unk,August
Peaches_082023_93,galbut_2165_2170,29.569,83.365,Y,Unknown,unk,August
Peaches_082023_94,galbut_2165_2170,23.872,82.937,Y,Unknown,unk,August
Peaches_082023_95,galbut_2165_2170,17.516,83.352,Y,Unknown,unk,August
Peaches_082023_96,galbut_2165_2170,31.348,76.802,N,Unknown,unk,August
1020_08112023_1,galbut_2165_2170,23.651,82.797,Y,Wabash,female,August
1020_08112023_2,galbut_2165_2170,16.490,82.940,Y,Wabash,female,August
1020_08112023_3,galbut_2165_2170,14.284,83.112,Y,Wabash,male,August
1020_08112023_4,galbut_2165_2170,29.977,75.551,N,Wabash,male,August
1020_08112023_5,galbut_2165_2170,13.966,82.938,Y,Wabash,female,August
1020_08112023_6,galbut_2165_2170,18.804,83.080,Y,Wabash,female,August
1020_08112023_7,galbut_2165_2170,15.178,83.116,Y,Wabash,male,August
1020_08112023_8,galbut_2165_2170,29.797,81.975,N,Wabash,male,August
1020_08112023_9,galbut_2165_2170,26.608,83.066,Y,Wabash,female,August
1020_08112023_10,galbut_2165_2170,28.773,82.639,Y,Wabash,male,August
1020_08112023_11,galbut_2165_2170,21.467,83.046,Y,Wabash,female,August
1020_08112023_12,galbut_2165_2170,26.968,82.903,Y,Wabash,male,August
1020_08112023_13,galbut_2165_2170,29.523,75.673,N,Wabash,female,August
1020_08112023_14,galbut_2165_2170,29.276,82.655,Y,Wabash,female,August
1020_08112023_15,galbut_2165_2170,15.987,82.969,Y,Wabash,female,August
1020_08112023_16,galbut_2165_2170,29.577,75.551,N,Wabash,female,August
1020_08112023_17,galbut_2165_2170,29.919,75.530,N,Wabash,female,August
1020_08112023_18,galbut_2165_2170,28.510,83.080,Y,Wabash,female,August
1020_08112023_19,galbut_2165_2170,22.158,82.973,Y,Wabash,female,August
1020_08112023_20,galbut_2165_2170,19.191,83.259,Y,Wabash,female,August
1020_08112023_21,galbut_2165_2170,19.913,83.209,Y,Wabash,female,August
1020_08142023_1,galbut_2165_2170,30.242,83.209,Y,Wabash,female,August
1020_08142023_2,galbut_2165_2170,29.988,76.075,N,Wabash,female,August
1020_08142023_3,galbut_2165_2170,22.058,83.188,Y,Wabash,female,August
1020_08142023_4,galbut_2165_2170,30.956,75.531,N,Wabash,female,August
1020_08142023_5,galbut_2165_2170,29.916,81.087,N,Wabash,female,August
1020_08142023_6,galbut_2165_2170,16.238,82.826,Y,Wabash,female,August
1020_08142023_7,galbut_2165_2170,28.993,82.969,Y,Wabash,female,August
1020_08142023_8,galbut_2165_2170,29.597,75.815,N,Wabash,female,August
1020_08142023_9,galbut_2165_2170,30.269,75.387,N,Wabash,female,August
1020_08142023_10,galbut_2165_2170,28.830,75.839,N,Wabash,male,August
1020_08142023_11,galbut_2165_2170,19.901,83.116,Y,Wabash,male,August
1020_08142023_12,galbut_2165_2170,16.172,82.924,Y,Wabash,male,August
1020_08142023_13,galbut_2165_2170,14.320,82.781,Y,Wabash,male,August
1020_08142023_14,galbut_2165_2170,13.889,83.046,Y,Wabash,male,August
1020_08142023_15,galbut_2165_2170,29.397,76.075,N,Wabash,male,August
1020_08142023_16,galbut_2165_2170,30.849,75.531,N,Wabash,male,August
1020_08142023_17,galbut_2165_2170,15.093,82.797,Y,Wabash,male,August
1020_08142023_18,galbut_2165_2170,29.422,82.969,Y,Wabash,female,August
1020_08142023_19,galbut_2165_2170,30.876,75.979,N,Wabash,female,August
1020_08142023_20,galbut_2165_2170,14.953,82.938,Y,Wabash,female,August
1020_08142023_21,galbut_2165_2170,29.684,75.387,N,Wabash,female,August
1020_08142023_22,galbut_2165_2170,27.540,82.973,Y,Wabash,female,August
1020_08142023_23,galbut_2165_2170,30.592,75.839,N,Wabash,female,August
1020_08142023_24,galbut_2165_2170,11.710,83.066,Y,Wabash,female,August
1020_08142023_25,galbut_2165_2170,29.279,75.805,N,Wabash,female,August
1020_08142023_26,galbut_2165_2170,28.605,82.619,Y,Wabash,female,August
1020_08142023_27,galbut_2165_2170,30.695,75.933,N,Wabash,female,August
1020_08142023_28,galbut_2165_2170,16.597,82.797,Y,Wabash,female,August
1020_08142023_29,galbut_2165_2170,20.716,82.797,Y,Wabash,female,August
1020_08142023_30,galbut_2165_2170,16.612,82.826,Y,Wabash,female,August
1020_08142023_31,galbut_2165_2170,30.192,75.836,N,Wabash,female,August
1020_08142023_32,galbut_2165_2170,25.564,82.795,Y,Wabash,female,August
1020_08142023_33,galbut_2165_2170,24.750,82.653,Y,Wabash,female,August
1020_08142023_34,galbut_2165_2170,29.723,75.554,N,Wabash,female,August
1020_08142023_35,galbut_2165_2170,20.220,82.973,Y,Wabash,female,August
1020_08142023_36,galbut_2165_2170,20.345,83.209,Y,Wabash,female,August
1020_08142023_37,galbut_2165_2170,19.748,82.924,Y,Wabash,female,August
1020_08142023_38,galbut_2165_2170,16.936,82.903,Y,Wabash,female,August
1020_08142023_39,galbut_2165_2170,30.287,75.791,N,Wabash,female,August
1020_08142023_40,galbut_2165_2170,22.597,82.797,Y,Wabash,female,August
1020_08142023_41,galbut_2165_2170,19.515,82.940,Y,Wabash,female,August
1020_08142023_42,galbut_2165_2170,19.213,83.112,Y,Wabash,female,August
1020_08142023_43,galbut_2165_2170,29.689,75.551,N,Wabash,male,August
1020_08142023_44,galbut_2165_2170,29.795,75.387,N,Wabash,male,August
1020_08142023_45,galbut_2165_2170,17.207,82.653,Y,Wabash,male,August
1020_08142023_46,galbut_2165_2170,25.590,76.410,N,Wabash,male,August
1020_08142023_47,galbut_2165_2170,10.983,82.831,Y,Wabash,male,August
1020_08142023_48,galbut_2165_2170,29.030,82.497,Y,Wabash,male,August
1020_08142023_49,galbut_2165_2170,28.936,82.781,Y,Wabash,male,August
1020_08142023_50,galbut_2165_2170,29.495,82.477,Y,Wabash,male,August
1020_08142023_51,galbut_2165_2170,23.901,83.046,Y,Wabash,male,August
1020_08142023_52,galbut_2165_2170,28.244,75.246,N,Wabash,male,August
1020_08142023_53,galbut_2165_2170,14.285,82.797,Y,Wabash,male,August
1020_08142023_54,galbut_2165_2170,28.783,82.113,Y,Wabash,male,August
1020_08142023_55,galbut_2165_2170,15.987,82.684,Y,Wabash,male,August
1020_08142023_56,galbut_2165_2170,29.248,75.102,N,Wabash,female,August
1020_08142023_57,galbut_2165_2170,15.278,82.938,Y,Wabash,female,August
1020_08142023_58,galbut_2165_2170,20.306,82.688,Y,Wabash,female,August
1020_08142023_59,galbut_2165_2170,21.005,82.973,Y,Wabash,female,August
1020_08142023_60,galbut_2165_2170,19.766,82.924,Y,Wabash,female,August
1020_08142023_61,galbut_2165_2170,29.281,75.236,N,Wabash,female,August
1020_08142023_62,galbut_2165_2170,29.920,75.649,N,Wabash,female,August
1020_08142023_63,galbut_2165_2170,24.781,83.046,Y,Wabash,male,August
1020_08142023_64,galbut_2165_2170,27.697,82.655,Y,Wabash,male,August
1020_08142023_65,galbut_2165_2170,29.124,75.531,N,Wabash,male,August
500_F_092023_46,galbut_2165_2170,13.956,83.052,Y,Linden,female,September
500_F_092023_47,galbut_2165_2170,17.923,83.618,Y,Linden,female,September
500_F_092023_48,galbut_2165_2170,15.114,82.795,Y,Linden,female,September
500_F_092023_49,galbut_2165_2170,13.591,83.361,Y,Linden,female,September
500_F_092023_50,galbut_2165_2170,20.002,83.195,Y,Linden,female,September
500_F_092023_51,galbut_2165_2170,30.958,82.912,Y,Linden,female,September
500_F_092023_52,galbut_2165_2170,28.870,83.221,Y,Linden,female,September
500_F_092023_53,galbut_2165_2170,18.186,83.505,Y,Linden,female,September
500_F_092023_54,galbut_2165_2170,17.696,82.619,Y,Linden,female,September
500_F_092023_55,galbut_2165_2170,30.732,79.651,N,Linden,female,September
500_F_092023_56,galbut_2165_2170,30.391,83.169,Y,Linden,female,September
500_F_092023_57,galbut_2165_2170,12.779,83.027,Y,Linden,female,September
500_M_092023_49,galbut_2165_2170,18.300,83.335,Y,Linden,male,September
500_M_092023_50,galbut_2165_2170,19.302,83.335,Y,Linden,male,September
500_M_092023_51,galbut_2165_2170,30.873,85.626,N,Linden,male,September
500_M_092023_52,galbut_2165_2170,17.265,83.502,Y,Linden,male,September
500_M_092023_53,galbut_2165_2170,29.968,76.265,N,Linden,male,September
500_M_092023_54,galbut_2165_2170,13.361,83.053,Y,Linden,male,September
500_M_092023_55,galbut_2165_2170,26.235,83.080,Y,Linden,male,September
500_M_092023_56,galbut_2165_2170,31.428,85.628,N,Linden,male,September
500_M_092023_57,galbut_2165_2170,13.658,83.326,Y,Linden,male,September
500_M_092023_58,galbut_2165_2170,22.997,83.043,Y,Linden,male,September
500_M_092023_59,galbut_2165_2170,14.474,83.169,Y,Linden,male,September
500_M_092023_60,galbut_2165_2170,18.942,84.157,Y,Linden,male,September
500_F_092023_58,galbut_2165_2170,28.629,83.052,Y,Linden,female,September
500_F_092023_59,galbut_2165_2170,31.369,82.770,Y,Linden,female,September
500_F_092023_60,galbut_2165_2170,19.407,83.644,Y,Linden,female,September
500_F_092023_61,galbut_2165_2170,13.585,83.078,Y,Linden,female,September
500_F_092023_62,galbut_2165_2170,14.921,82.912,Y,Linden,female,September
500_F_092023_63,galbut_2165_2170,14.873,83.053,Y,Linden,female,September
500_F_092023_64,galbut_2165_2170,16.800,83.363,Y,Linden,female,September
500_F_092023_65,galbut_2165_2170,14.287,83.363,Y,Linden,female,September
500_F_092023_66,galbut_2165_2170,19.581,83.326,Y,Linden,female,September
500_F_092023_67,galbut_2165_2170,13.581,83.185,Y,Linden,female,September
500_F_092023_68,galbut_2165_2170,29.541,83.169,Y,Linden,female,September
500_F_092023_69,galbut_2165_2170,30.313,83.027,Y,Linden,female,September
500_M_092023_61,galbut_2165_2170,13.473,83.194,Y,Linden,male,September
500_M_092023_62,galbut_2165_2170,14.294,83.052,Y,Linden,male,September
500_M_092023_63,galbut_2165_2170,18.914,83.219,Y,Linden,male,September
500_M_092023_64,galbut_2165_2170,23.958,83.219,Y,Linden,male,September
500_M_092023_65,galbut_2165_2170,13.998,83.336,Y,Linden,male,September
500_M_092023_66,galbut_2165_2170,19.235,82.629,Y,Linden,male,September
500_M_092023_67,galbut_2165_2170,29.265,75.576,N,Linden,male,September
500_M_092023_68,galbut_2165_2170,30.999,75.293,N,Linden,male,September
500_M_092023_69,galbut_2165_2170,17.511,83.326,Y,Linden,male,September
500_M_092023_70,galbut_2165_2170,29.738,82.760,Y,Linden,male,September
500_M_092023_71,galbut_2165_2170,24.348,83.027,Y,Linden,male,September
500_M_092023_72,galbut_2165_2170,31.470,75.541,N,Linden,male,September
500_F_092023_70,galbut_2165_2170,30.949,82.487,Y,Linden,female,September
500_F_092023_71,galbut_2165_2170,13.371,82.911,Y,Linden,female,September
500_F_092023_72,galbut_2165_2170,30.160,82.936,Y,Linden,female,September
500_F_092023_73,galbut_2165_2170,30.827,81.804,N,Linden,female,September
500_F_092023_74,galbut_2165_2170,17.692,83.053,Y,Linden,female,September
500_F_092023_75,galbut_2165_2170,19.653,83.053,Y,Linden,female,September
500_F_092023_76,galbut_2165_2170,21.981,83.080,Y,Linden,female,September
500_F_092023_77,galbut_2165_2170,30.379,81.664,N,Linden,female,September
500_F_092023_78,galbut_2165_2170,13.631,82.902,Y,Linden,female,September
500_F_092023_79,galbut_2165_2170,9.765,83.185,Y,Linden,female,September
500_F_092023_80,galbut_2165_2170,29.979,82.886,Y,Linden,female,September
500_F_092023_81,galbut_2165_2170,17.973,83.310,Y,Linden,female,September
500_M_092023_73,galbut_2165_2170,30.507,83.194,Y,Linden,male,September
500_M_092023_74,galbut_2165_2170,14.774,83.052,Y,Linden,male,September
500_M_092023_75,galbut_2165_2170,29.944,74.584,N,Linden,male,September
500_M_092023_76,galbut_2165_2170,29.633,83.219,Y,Linden,male,September
500_M_092023_77,galbut_2165_2170,27.992,80.366,N,Linden,male,September
500_M_092023_78,galbut_2165_2170,13.301,83.053,Y,Linden,male,September
500_M_092023_79,galbut_2165_2170,30.402,75.010,N,Linden,male,September
500_M_092023_80,galbut_2165_2170,18.651,83.221,Y,Linden,male,September
500_M_092023_81,galbut_2165_2170,17.053,83.609,Y,Linden,male,September
500_M_092023_82,galbut_2165_2170,29.862,76.541,N,Linden,male,September
500_M_092023_83,galbut_2165_2170,12.865,83.169,Y,Linden,male,September
500_M_092023_84,galbut_2165_2170,11.621,83.027,Y,Linden,male,September
500_M_092023_85,galbut_2165_2170,31.116,82.487,Y,Linden,male,September
500_M_092023_86,galbut_2165_2170,30.950,75.699,N,Linden,male,September
500_M_092023_87,galbut_2165_2170,19.280,83.219,Y,Linden,male,September
500_M_092023_88,galbut_2165_2170,32.601,75.008,N,Linden,male,September
500_M_092023_89,galbut_2165_2170,30.648,83.053,Y,Linden,male,September
500_M_092023_90,galbut_2165_2170,15.506,83.053,Y,Linden,male,September
500_M_092023_91,galbut_2165_2170,28.399,83.080,Y,Linden,male,September
500_M_092023_92,galbut_2165_2170,28.894,83.221,Y,Linden,male,September
500_M_092023_93,galbut_2165_2170,19.226,83.185,Y,Linden,male,September
500_M_092023_94,galbut_2165_2170,19.787,83.185,Y,Linden,male,September
500_M_092023_95,galbut_2165_2170,13.881,83.169,Y,Linden,male,September
500_M_092023_96,galbut_2165_2170,18.473,82.321,Y,Linden,male,September
500_M_092023_97,galbut_2165_2170,14.811,82.911,Y,Linden,male,September
500_M_092023_98,galbut_2165_2170,29.869,75.558,N,Linden,male,September
500_M_092023_99,galbut_2165_2170,30.707,82.936,Y,Linden,male,September
500_M_092023_100,galbut_2165_2170,25.715,83.078,Y,Linden,male,September
500_M_092023_101,galbut_2165_2170,25.963,83.053,Y,Linden,male,September
500_M_092023_102,galbut_2165_2170,24.623,83.053,Y,Linden,male,September
500_M_092023_103,galbut_2165_2170,28.097,83.080,Y,Linden,male,September
500_M_092023_104,galbut_2165_2170,13.359,82.938,Y,Linden,male,September
1428_F_08032023_1,galbut_2165_2170,27.717,82.539,Y,Elm,female,August
1428_F_08032023_2,galbut_2165_2170,27.639,83.394,Y,Elm,female,August
1428_F_08032023_3,galbut_2165_2170,17.555,82.965,Y,Elm,female,August
1428_F_08032023_4,galbut_2165_2170,28.746,83.535,Y,Elm,female,August
1428_F_08032023_5,galbut_2165_2170,27.795,77.399,N,Elm,female,August
1428_F_08032023_6,galbut_2165_2170,28.484,82.675,Y,Elm,female,August
1428_F_08032023_7,galbut_2165_2170,17.967,83.582,Y,Elm,female,August
1428_M_08032023_1,galbut_2165_2170,28.420,76.120,N,Elm,male,August
1428_M_08032023_2,galbut_2165_2170,25.694,75.977,N,Elm,male,August
1428_M_08032023_3,galbut_2165_2170,17.736,83.678,Y,Elm,male,August
1428_M_08032023_4,galbut_2165_2170,13.448,83.535,Y,Elm,male,August
1428_M_08032023_5,galbut_2165_2170,25.096,83.245,Y,Elm,male,August
1428_M_08032023_6,galbut_2165_2170,21.786,83.245,Y,Elm,male,August
1428_M_08032023_7,galbut_2165_2170,26.023,83.298,Y,Elm,male,August
1428_M_08032023_8,galbut_2165_2170,27.714,76.622,N,Elm,male,August
1428_M_08032023_9,galbut_2165_2170,28.585,76.124,N,Elm,male,August
1428_M_08032023_10,galbut_2165_2170,24.382,83.257,Y,Elm,male,August
1428_M_08032023_11,galbut_2165_2170,22.953,83.373,Y,Elm,male,August
1428_M_08032023_12,galbut_2165_2170,22.950,82.518,Y,Elm,male,August
1428_F_08052023_8,galbut_2165_2170,13.869,83.394,Y,Elm,female,August
1428_F_08052023_9,galbut_2165_2170,18.601,83.537,Y,Elm,female,August
1428_F_08052023_10,galbut_2165_2170,15.197,83.250,Y,Elm,female,August
1428_F_08052023_11,galbut_2165_2170,28.530,75.691,N,Elm,female,August
1428_F_08052023_12,galbut_2165_2170,28.216,80.536,N,Elm,female,August
1428_F_08052023_13,galbut_2165_2170,28.232,76.115,N,Elm,female,August
1428_F_08052023_14,galbut_2165_2170,18.833,83.440,Y,Elm,female,August
1428_F_08052023_15,galbut_2165_2170,28.542,75.911,N,Elm,female,August
1428_F_08052023_16,galbut_2165_2170,28.869,75.839,N,Elm,female,August
1428_F_08052023_17,galbut_2165_2170,13.938,83.114,Y,Elm,female,August
1428_F_08052023_18,galbut_2165_2170,27.689,83.088,Y,Elm,female,August
1428_F_08052023_19,galbut_2165_2170,23.079,83.230,Y,Elm,female,August
