name,target,ct,tm1,positive,location,sex,date
500_M_082023_2,galbut_1600_1601,30.796,81.944,N,Linden,male,August
500_M_082023_3,galbut_1600_1601,30.209,83.823,N,Linden,male,August
500_M_082023_4,galbut_1600_1601,28.321,80.257,N,Linden,male,August
500_M_082023_5,galbut_1600_1601,30.826,84.937,Y,Linden,male,August
500_M_082023_6,galbut_1600_1601,28.472,80.377,N,Linden,male,August
500_M_082023_7,galbut_1600_1601,33.216,71.987,N,Linden,male,August
500_M_082023_8,galbut_1600_1601,24.611,73.842,N,Linden,male,August
500_M_082023_9,galbut_1600_1601,31.722,82.639,N,Linden,male,August
500_M_082023_10,galbut_1600_1601,28.714,84.347,Y,Linden,male,August
500_M_082023_11,galbut_1600_1601,14.540,84.478,Y,Linden,male,August
500_M_082023_12,galbut_1600_1601,32.580,72.809,N,Linden,male,August
500_F_082023_13,galbut_1600_1601,27.821,84.081,Y,Linden,female,August
500_F_082023_14,galbut_1600_1601,30.743,83.369,N,Linden,female,August
500_F_082023_15,galbut_1600_1601,24.853,84.251,Y,Linden,female,August
500_F_082023_16,galbut_1600_1601,30.658,84.109,Y,Linden,female,August
500_F_082023_17,galbut_1600_1601,29.700,84.082,Y,Linden,female,August
500_F_082023_18,galbut_1600_1601,27.141,84.082,Y,Linden,female,August
500_F_082023_19,galbut_1600_1601,13.903,84.115,Y,Linden,female,August
500_F_082023_20,galbut_1600_1601,30.613,83.117,N,Linden,female,August
500_F_082023_21,galbut_1600_1601,33.213,75.663,N,Linden,female,August
500_F_082023_22,galbut_1600_1601,31.086,84.347,Y,Linden,female,August
500_F_082023_23,galbut_1600_1601,33.093,84.335,Y,Linden,female,August
500_F_082023_24,galbut_1600_1601,14.648,84.193,Y,Linden,female,August
500_M_082023_13,galbut_1600_1601,13.879,84.223,Y,Linden,male,August
500_M_082023_14,galbut_1600_1601,28.062,84.223,Y,Linden,male,August
500_M_082023_15,galbut_1600_1601,31.012,85.250,N,Linden,male,August
500_M_082023_16,galbut_1600_1601,30.318,81.398,N,Linden,male,August
500_M_082023_17,galbut_1600_1601,13.245,84.224,Y,Linden,male,August
500_M_082023_18,galbut_1600_1601,34.960,71.970,N,Linden,male,August
500_M_082023_19,galbut_1600_1601,31.638,84.401,Y,Linden,male,August
500_M_082023_20,galbut_1600_1601,30.878,84.258,Y,Linden,male,August
500_M_082023_21,galbut_1600_1601,30.745,85.059,N,Linden,male,August
500_M_082023_22,galbut_1600_1601,29.566,84.205,Y,Linden,male,August
500_M_082023_23,galbut_1600_1601,13.100,84.335,Y,Linden,male,August
500_M_082023_24,galbut_1600_1601,27.540,84.335,Y,Linden,male,August
500_F_082023_25,galbut_1600_1601,30.498,83.938,Y,Linden,female,August
500_F_082023_26,galbut_1600_1601,13.886,84.366,Y,Linden,female,August
500_F_082023_27,galbut_1600_1601,29.465,84.109,Y,Linden,female,August
500_F_082023_28,galbut_1600_1601,13.390,84.251,Y,Linden,female,August
500_F_082023_29,galbut_1600_1601,29.091,84.082,Y,Linden,female,August
500_F_082023_30,galbut_1600_1601,29.670,81.944,N,Linden,female,August
500_F_082023_31,galbut_1600_1601,32.077,84.258,Y,Linden,female,August
500_F_082023_32,galbut_1600_1601,30.433,83.973,Y,Linden,female,August
500_F_082023_33,galbut_1600_1601,31.301,72.388,N,Linden,female,August
500_F_082023_34,galbut_1600_1601,27.813,84.489,Y,Linden,female,August
500_F_082023_35,galbut_1600_1601,13.833,84.620,Y,Linden,female,August
500_F_082023_36,galbut_1600_1601,32.661,71.955,N,Linden,female,August
500_M_082023_25,galbut_1600_1601,15.074,84.508,Y,Linden,male,August
500_M_082023_26,galbut_1600_1601,14.073,84.081,Y,Linden,male,August
500_M_082023_27,galbut_1600_1601,27.101,84.679,Y,Linden,male,August
500_M_082023_28,galbut_1600_1601,20.900,83.966,Y,Linden,male,August
500_M_082023_29,galbut_1600_1601,30.752,83.939,Y,Linden,male,August
500_M_082023_30,galbut_1600_1601,30.819,84.224,Y,Linden,male,August
500_M_082023_31,galbut_1600_1601,26.513,83.973,Y,Linden,male,August
500_M_082023_32,galbut_1600_1601,23.533,83.973,Y,Linden,male,August
500_M_082023_33,galbut_1600_1601,26.182,83.920,Y,Linden,male,August
500_M_082023_34,galbut_1600_1601,27.365,84.062,Y,Linden,male,August
500_M_082023_35,galbut_1600_1601,14.510,84.620,Y,Linden,male,August
500_M_082023_36,galbut_1600_1601,31.829,84.193,Y,Linden,male,August
500_F_082023_37,galbut_1600_1601,14.029,84.223,Y,Linden,female,August
500_F_082023_38,galbut_1600_1601,31.190,78.952,N,Linden,female,August
500_F_082023_39,galbut_1600_1601,26.469,84.109,Y,Linden,female,August
500_F_082023_40,galbut_1600_1601,15.084,84.109,Y,Linden,female,August
500_F_082023_41,galbut_1600_1601,9.674,84.082,Y,Linden,female,August
500_F_082023_42,galbut_1600_1601,24.751,84.082,Y,Linden,female,August
500_F_082023_43,galbut_1600_1601,29.285,81.975,N,Linden,female,August
500_F_082023_44,galbut_1600_1601,34.203,71.987,N,Linden,female,August
500_F_082023_45,galbut_1600_1601,33.747,84.205,Y,Linden,female,August
500_M_082023_37,galbut_1600_1601,27.479,80.519,N,Linden,male,August
500_M_082023_38,galbut_1600_1601,15.096,84.223,Y,Linden,male,August
500_M_082023_39,galbut_1600_1601,31.584,71.556,N,Linden,male,August
500_M_082023_40,galbut_1600_1601,32.762,83.966,Y,Linden,male,August
500_M_082023_41,galbut_1600_1601,30.960,83.939,Y,Linden,male,August
500_M_082023_42,galbut_1600_1601,31.813,84.367,Y,Linden,male,August
500_M_082023_43,galbut_1600_1601,31.519,83.830,Y,Linden,male,August
500_M_082023_44,galbut_1600_1601,31.864,83.973,Y,Linden,male,August
500_M_082023_45,galbut_1600_1601,30.725,80.076,N,Linden,male,August
500_M_082023_46,galbut_1600_1601,28.405,80.218,N,Linden,male,August
500_M_082023_47,galbut_1600_1601,33.375,84.620,Y,Linden,male,August
500_M_082023_48,galbut_1600_1601,31.397,84.051,Y,Linden,male,August
500_F_092023_46,galbut_1600_1601,12.868,84.507,Y,Linden,female,September
500_F_092023_47,galbut_1600_1601,16.826,84.649,Y,Linden,female,September
500_F_092023_48,galbut_1600_1601,14.039,84.492,Y,Linden,female,September
500_F_092023_49,galbut_1600_1601,12.822,84.777,Y,Linden,female,September
500_F_092023_50,galbut_1600_1601,29.596,84.631,Y,Linden,female,September
500_F_092023_51,galbut_1600_1601,31.644,72.530,N,Linden,female,September
500_F_092023_52,galbut_1600_1601,28.474,84.369,Y,Linden,female,September
500_F_092023_53,galbut_1600_1601,27.850,85.503,N,Linden,female,September
500_F_092023_54,galbut_1600_1601,27.320,85.215,N,Linden,female,September
500_F_092023_55,galbut_1600_1601,31.232,77.665,N,Linden,female,September
500_F_092023_56,galbut_1600_1601,34.259,72.225,N,Linden,female,September
500_F_092023_57,galbut_1600_1601,11.134,84.165,Y,Linden,female,September
500_M_092023_49,galbut_1600_1601,23.109,84.364,Y,Linden,male,September
500_M_092023_50,galbut_1600_1601,25.687,84.649,Y,Linden,male,September
500_M_092023_51,galbut_1600_1601,30.717,84.492,Y,Linden,male,September
500_M_092023_52,galbut_1600_1601,25.355,85.346,N,Linden,male,September
500_M_092023_53,galbut_1600_1601,37.898,72.957,N,Linden,male,September
500_M_092023_54,galbut_1600_1601,12.428,84.489,Y,Linden,male,September
500_M_092023_55,galbut_1600_1601,25.585,84.653,Y,Linden,male,September
500_M_092023_56,galbut_1600_1601,30.786,84.653,Y,Linden,male,September
500_M_092023_57,galbut_1600_1601,12.817,84.645,Y,Linden,male,September
500_M_092023_58,galbut_1600_1601,22.854,84.645,Y,Linden,male,September
500_M_092023_59,galbut_1600_1601,13.650,84.307,Y,Linden,male,September
500_M_092023_60,galbut_1600_1601,28.703,86.581,N,Linden,male,September
500_F_092023_58,galbut_1600_1601,28.525,84.507,Y,Linden,female,September
500_F_092023_59,galbut_1600_1601,32.572,84.079,Y,Linden,female,September
500_F_092023_60,galbut_1600_1601,31.778,71.962,N,Linden,female,September
500_F_092023_61,galbut_1600_1601,12.858,84.777,Y,Linden,female,September
500_F_092023_62,galbut_1600_1601,14.265,84.916,Y,Linden,female,September
500_F_092023_63,galbut_1600_1601,14.073,84.631,Y,Linden,female,September
500_F_092023_64,galbut_1600_1601,16.077,84.511,Y,Linden,female,September
500_F_092023_65,galbut_1600_1601,13.514,84.511,Y,Linden,female,September
500_F_092023_66,galbut_1600_1601,29.277,85.072,N,Linden,female,September
500_F_092023_67,galbut_1600_1601,12.921,84.360,Y,Linden,female,September
500_F_092023_68,galbut_1600_1601,30.434,84.307,Y,Linden,female,September
500_F_092023_69,galbut_1600_1601,28.368,84.307,Y,Linden,female,September
500_M_092023_61,galbut_1600_1601,12.130,84.507,Y,Linden,male,September
500_M_092023_62,galbut_1600_1601,13.381,84.792,Y,Linden,male,September
500_M_092023_63,galbut_1600_1601,28.301,85.489,N,Linden,male,September
500_M_092023_64,galbut_1600_1601,22.794,84.492,Y,Linden,male,September
500_M_092023_65,galbut_1600_1601,13.027,84.489,Y,Linden,male,September
500_M_092023_66,galbut_1600_1601,29.152,84.774,Y,Linden,male,September
500_M_092023_67,galbut_1600_1601,33.031,72.044,N,Linden,male,September
500_M_092023_68,galbut_1600_1601,33.644,72.044,N,Linden,male,September
500_M_092023_69,galbut_1600_1601,30.406,84.218,Y,Linden,male,September
500_M_092023_70,galbut_1600_1601,31.690,83.933,Y,Linden,male,September
500_M_092023_71,galbut_1600_1601,23.979,84.307,Y,Linden,male,September
500_M_092023_72,galbut_1600_1601,33.182,72.225,N,Linden,male,September
500_F_092023_70,galbut_1600_1601,30.766,84.222,Y,Linden,female,September
500_F_092023_71,galbut_1600_1601,12.256,84.507,Y,Linden,female,September
500_F_092023_72,galbut_1600_1601,28.430,84.350,Y,Linden,female,September
500_F_092023_73,galbut_1600_1601,31.279,84.492,Y,Linden,female,September
500_F_092023_74,galbut_1600_1601,16.499,84.631,Y,Linden,female,September
500_F_092023_75,galbut_1600_1601,30.201,84.347,Y,Linden,female,September
500_F_092023_76,galbut_1600_1601,21.371,84.511,Y,Linden,female,September
500_F_092023_77,galbut_1600_1601,31.759,72.469,N,Linden,female,September
500_F_092023_78,galbut_1600_1601,12.473,84.075,Y,Linden,female,September
500_F_092023_79,galbut_1600_1601,8.872,84.360,Y,Linden,female,September
500_F_092023_80,galbut_1600_1601,32.316,84.307,Y,Linden,female,September
500_F_092023_81,galbut_1600_1601,28.701,85.018,N,Linden,female,September
500_M_092023_73,galbut_1600_1601,31.410,84.507,Y,Linden,male,September
500_M_092023_74,galbut_1600_1601,14.133,84.934,Y,Linden,male,September
500_M_092023_75,galbut_1600_1601,31.174,84.350,Y,Linden,male,September
500_M_092023_76,galbut_1600_1601,31.964,84.350,Y,Linden,male,September
500_M_092023_77,galbut_1600_1601,30.311,84.347,Y,Linden,male,September
500_M_092023_78,galbut_1600_1601,12.347,84.489,Y,Linden,male,September
500_M_092023_79,galbut_1600_1601,31.463,84.653,Y,Linden,male,September
500_M_092023_80,galbut_1600_1601,28.378,84.936,Y,Linden,male,September
500_M_092023_81,galbut_1600_1601,32.860,83.648,Y,Linden,male,September
500_M_092023_82,galbut_1600_1601,32.614,84.075,Y,Linden,male,September
500_M_092023_83,galbut_1600_1601,12.236,84.449,Y,Linden,male,September
500_M_092023_84,galbut_1600_1601,10.593,84.449,Y,Linden,male,September
500_M_092023_85,galbut_1600_1601,32.297,84.364,Y,Linden,male,September
500_M_092023_86,galbut_1600_1601,31.873,80.518,N,Linden,male,September
500_M_092023_87,galbut_1600_1601,30.194,84.350,Y,Linden,male,September
500_M_092023_88,galbut_1600_1601,33.715,72.247,N,Linden,male,September
500_M_092023_89,galbut_1600_1601,32.234,84.347,Y,Linden,male,September
500_M_092023_90,galbut_1600_1601,14.035,84.489,Y,Linden,male,September
500_M_092023_91,galbut_1600_1601,28.774,84.369,Y,Linden,male,September
500_M_092023_92,galbut_1600_1601,26.950,84.511,Y,Linden,male,September
500_M_092023_93,galbut_1600_1601,27.367,84.218,Y,Linden,male,September
500_M_092023_94,galbut_1600_1601,27.408,85.215,N,Linden,male,September
500_M_092023_95,galbut_1600_1601,12.767,84.449,Y,Linden,male,September
500_M_092023_96,galbut_1600_1601,23.072,84.449,Y,Linden,male,September
500_M_092023_97,galbut_1600_1601,13.288,84.222,Y,Linden,male,September
500_M_092023_98,galbut_1600_1601,32.187,84.222,Y,Linden,male,September
500_M_092023_99,galbut_1600_1601,31.154,84.492,Y,Linden,male,September
500_M_092023_100,galbut_1600_1601,25.160,84.492,Y,Linden,male,September
500_M_092023_101,galbut_1600_1601,25.936,84.489,Y,Linden,male,September
500_M_092023_102,galbut_1600_1601,23.989,84.489,Y,Linden,male,September
500_M_092023_103,galbut_1600_1601,29.209,84.369,Y,Linden,male,September
500_M_092023_104,galbut_1600_1601,12.259,84.228,Y,Linden,male,September
1020_08112023_1,galbut_1600_1601,24.249,84.489,Y,Wabash,female,August
1020_08112023_2,galbut_1600_1601,16.695,84.489,Y,Wabash,female,August
1020_08112023_3,galbut_1600_1601,14.372,84.209,Y,Wabash,male,August
1020_08112023_4,galbut_1600_1601,30.641,71.893,N,Wabash,male,August
1020_08112023_5,galbut_1600_1601,14.792,84.630,Y,Wabash,female,August
1020_08112023_6,galbut_1600_1601,30.139,84.630,Y,Wabash,female,August
1020_08112023_7,galbut_1600_1601,15.564,84.279,Y,Wabash,male,August
1020_08112023_8,galbut_1600_1601,30.635,77.645,N,Wabash,male,August
1020_08112023_9,galbut_1600_1601,26.685,84.208,Y,Wabash,female,August
1020_08112023_10,galbut_1600_1601,29.744,83.642,Y,Wabash,male,August
1020_08112023_11,galbut_1600_1601,21.883,84.470,Y,Wabash,female,August
1020_08112023_12,galbut_1600_1601,30.363,79.803,N,Wabash,male,August
1020_08112023_13,galbut_1600_1601,30.321,81.517,N,Wabash,female,August
1020_08112023_14,galbut_1600_1601,30.125,84.064,Y,Wabash,female,August
1020_08112023_15,galbut_1600_1601,15.830,84.068,Y,Wabash,female,August
1020_08112023_16,galbut_1600_1601,30.729,84.068,Y,Wabash,female,August
1020_08112023_17,galbut_1600_1601,30.271,78.685,N,Wabash,female,August
1020_08112023_18,galbut_1600_1601,29.277,84.064,Y,Wabash,female,August
1020_08112023_19,galbut_1600_1601,23.048,84.420,Y,Wabash,female,August
1020_08112023_20,galbut_1600_1601,29.074,84.420,Y,Wabash,female,August
1020_08112023_21,galbut_1600_1601,31.042,71.610,N,Wabash,female,August
1020_08142023_1,galbut_1600_1601,30.230,84.066,Y,Wabash,female,August
1020_08142023_2,galbut_1600_1601,31.948,83.622,Y,Wabash,female,August
1020_08142023_3,galbut_1600_1601,29.799,72.024,N,Wabash,female,August
1020_08142023_4,galbut_1600_1601,30.563,83.640,Y,Wabash,female,August
1020_08142023_5,galbut_1600_1601,31.810,80.809,N,Wabash,female,August
1020_08142023_6,galbut_1600_1601,16.284,84.068,Y,Wabash,female,August
1020_08142023_7,galbut_1600_1601,28.415,84.068,Y,Wabash,female,August
1020_08142023_8,galbut_1600_1601,30.395,77.695,N,Wabash,female,August
1020_08142023_9,galbut_1600_1601,30.577,83.215,Y,Wabash,female,August
1020_08142023_10,galbut_1600_1601,30.450,83.714,Y,Wabash,male,August
1020_08142023_11,galbut_1600_1601,30.455,80.609,N,Wabash,male,August
1020_08142023_12,galbut_1600_1601,16.878,84.349,Y,Wabash,male,August
1020_08142023_13,galbut_1600_1601,14.961,83.925,Y,Wabash,male,August
1020_08142023_14,galbut_1600_1601,14.969,84.329,Y,Wabash,male,August
1020_08142023_15,galbut_1600_1601,30.909,76.267,N,Wabash,male,August
1020_08142023_16,galbut_1600_1601,30.226,75.996,N,Wabash,male,August
1020_08142023_17,galbut_1600_1601,14.945,84.630,Y,Wabash,male,August
1020_08142023_18,galbut_1600_1601,28.686,83.926,Y,Wabash,female,August
1020_08142023_19,galbut_1600_1601,31.542,81.520,N,Wabash,female,August
1020_08142023_20,galbut_1600_1601,15.392,84.064,Y,Wabash,female,August
1020_08142023_21,galbut_1600_1601,30.549,81.658,N,Wabash,female,August
1020_08142023_22,galbut_1600_1601,27.872,83.997,Y,Wabash,female,August
1020_08142023_23,galbut_1600_1601,29.995,76.093,N,Wabash,female,August
1020_08142023_24,galbut_1600_1601,11.919,83.925,Y,Wabash,female,August
1020_08142023_25,galbut_1600_1601,30.249,84.208,Y,Wabash,female,August
1020_08142023_26,galbut_1600_1601,27.759,71.459,N,Wabash,female,August
1020_08142023_27,galbut_1600_1601,30.864,72.024,N,Wabash,female,August
1020_08142023_28,galbut_1600_1601,16.794,84.489,Y,Wabash,female,August
1020_08142023_29,galbut_1600_1601,30.122,76.421,N,Wabash,female,August
1020_08142023_30,galbut_1600_1601,16.746,83.926,Y,Wabash,female,August
1020_08142023_31,galbut_1600_1601,30.385,83.218,Y,Wabash,female,August
1020_08142023_32,galbut_1600_1601,25.626,84.064,Y,Wabash,female,August
1020_08142023_33,galbut_1600_1601,25.070,84.488,Y,Wabash,female,August
1020_08142023_34,galbut_1600_1601,30.804,79.762,N,Wabash,female,August
1020_08142023_35,galbut_1600_1601,30.323,87.243,N,Wabash,female,August
1020_08142023_36,galbut_1600_1601,30.534,75.290,N,Wabash,female,August
1020_08142023_37,galbut_1600_1601,30.251,75.290,N,Wabash,female,August
1020_08142023_38,galbut_1600_1601,17.428,84.329,Y,Wabash,female,August
1020_08142023_39,galbut_1600_1601,30.397,83.763,Y,Wabash,female,August
1020_08142023_40,galbut_1600_1601,22.695,83.923,Y,Wabash,female,August
1020_08142023_41,galbut_1600_1601,30.129,71.467,N,Wabash,female,August
1020_08142023_42,galbut_1600_1601,30.592,74.441,N,Wabash,female,August
1020_08142023_43,galbut_1600_1601,30.823,83.785,Y,Wabash,male,August
1020_08142023_44,galbut_1600_1601,30.988,72.175,N,Wabash,male,August
1020_08142023_45,galbut_1600_1601,17.431,84.064,Y,Wabash,male,August
1020_08142023_46,galbut_1600_1601,30.566,76.234,N,Wabash,male,August
1020_08142023_47,galbut_1600_1601,11.118,84.420,Y,Wabash,male,August
1020_08142023_48,galbut_1600_1601,29.521,84.066,Y,Wabash,male,August
1020_08142023_49,galbut_1600_1601,30.383,71.610,N,Wabash,male,August
1020_08142023_50,galbut_1600_1601,29.895,84.329,Y,Wabash,male,August
1020_08142023_51,galbut_1600_1601,24.388,84.046,Y,Wabash,male,August
1020_08142023_52,galbut_1600_1601,30.416,71.325,N,Wabash,male,August
1020_08142023_53,galbut_1600_1601,14.433,83.923,Y,Wabash,male,August
1020_08142023_54,galbut_1600_1601,30.573,71.893,N,Wabash,male,August
1020_08142023_55,galbut_1600_1601,15.537,84.492,Y,Wabash,male,August
1020_08142023_56,galbut_1600_1601,30.877,84.205,Y,Wabash,female,August
1020_08142023_57,galbut_1600_1601,15.347,84.064,Y,Wabash,female,August
1020_08142023_58,galbut_1600_1601,29.047,83.997,Y,Wabash,female,August
1020_08142023_59,galbut_1600_1601,30.272,71.576,N,Wabash,female,August
1020_08142023_60,galbut_1600_1601,30.577,71.186,N,Wabash,female,August
1020_08142023_61,galbut_1600_1601,29.813,81.235,N,Wabash,female,August
1020_08142023_62,galbut_1600_1601,30.445,76.692,N,Wabash,female,August
1020_08142023_63,galbut_1600_1601,25.424,84.187,Y,Wabash,male,August
1020_08142023_64,galbut_1600_1601,29.084,83.923,Y,Wabash,male,August
1020_08142023_65,galbut_1600_1601,29.049,71.608,N,Wabash,male,August
Penn_F_1,galbut_1600_1601,23.446,72.826,N,Pennsylvania,female,Unk
Penn_F_2,galbut_1600_1601,11.108,84.225,Y,Pennsylvania,female,Unk
Penn_F_3,galbut_1600_1601,15.761,84.206,Y,Pennsylvania,female,Unk
Penn_F_4,galbut_1600_1601,22.435,84.206,Y,Pennsylvania,female,Unk
Penn_F_5,galbut_1600_1601,14.232,84.183,Y,Pennsylvania,female,Unk
Penn_F_6,galbut_1600_1601,28.293,84.183,Y,Pennsylvania,female,Unk
Penn_F_7,galbut_1600_1601,22.236,83.939,Y,Pennsylvania,female,Unk
Penn_F_8,galbut_1600_1601,14.972,84.223,Y,Pennsylvania,female,Unk
Penn_F_9,galbut_1600_1601,13.166,84.216,Y,Pennsylvania,female,Unk
Penn_F_10,galbut_1600_1601,15.119,83.931,Y,Pennsylvania,female,Unk
Penn_F_11,galbut_1600_1601,25.473,83.873,Y,Pennsylvania,female,Unk
Penn_F_12,galbut_1600_1601,20.238,84.157,Y,Pennsylvania,female,Unk
Penn_M_1,galbut_1600_1601,24.855,84.082,Y,Pennsylvania,male,Unk
Penn_M_2,galbut_1600_1601,21.769,84.082,Y,Pennsylvania,male,Unk
Penn_M_3,galbut_1600_1601,25.588,83.921,Y,Pennsylvania,male,Unk
Penn_M_4,galbut_1600_1601,17.917,84.064,Y,Pennsylvania,male,Unk
Penn_M_5,galbut_1600_1601,16.477,84.183,Y,Pennsylvania,male,Unk
Penn_M_6,galbut_1600_1601,14.993,84.183,Y,Pennsylvania,male,Unk
Penn_M_7,galbut_1600_1601,15.893,84.223,Y,Pennsylvania,male,Unk
Penn_M_8,galbut_1600_1601,23.279,83.939,Y,Pennsylvania,male,Unk
Penn_M_9,galbut_1600_1601,14.323,84.073,Y,Pennsylvania,male,Unk
Penn_M_10,galbut_1600_1601,12.406,84.073,Y,Pennsylvania,male,Unk
Penn_M_11,galbut_1600_1601,26.698,83.873,Y,Pennsylvania,male,Unk
Penn_M_12,galbut_1600_1601,22.200,84.015,Y,Pennsylvania,male,Unk
Penn_M_13,galbut_1600_1601,16.380,84.082,Y,Pennsylvania,male,Unk
Penn_M_14,galbut_1600_1601,21.869,84.082,Y,Pennsylvania,male,Unk
Penn_M_15,galbut_1600_1601,13.570,84.064,Y,Pennsylvania,male,Unk
Penn_M_16,galbut_1600_1601,19.309,83.921,Y,Pennsylvania,male,Unk
Penn_M_17,galbut_1600_1601,14.846,84.041,Y,Pennsylvania,male,Unk
Penn_M_18,galbut_1600_1601,15.382,84.041,Y,Pennsylvania,male,Unk
Penn_M_19,galbut_1600_1601,21.639,77.707,N,Pennsylvania,male,Unk
Penn_M_20,galbut_1600_1601,21.621,84.081,Y,Pennsylvania,male,Unk
ME_F_1,galbut_1600_1601,28.641,65.131,N,Maine,female,Unk
ME_F_2,galbut_1600_1601,26.593,84.225,Y,Maine,female,Unk
ME_F_3,galbut_1600_1601,19.114,84.064,Y,Maine,female,Unk
ME_F_4,galbut_1600_1601,27.631,80.219,N,Maine,female,Unk
ME_F_5,galbut_1600_1601,24.902,84.183,Y,Maine,female,Unk
ME_F_6,galbut_1600_1601,33.209,81.623,N,Maine,female,Unk
ME_F_7,galbut_1600_1601,35.895,81.531,N,Maine,female,Unk
ME_F_8,galbut_1600_1601,29.539,79.973,N,Maine,female,Unk
ME_F_9,galbut_1600_1601,0,85.070,N,Maine,female,Unk
ME_F_10,galbut_1600_1601,34.804,80.940,N,Maine,female,Unk
ME_F_11,galbut_1600_1601,28.259,84.015,Y,Maine,female,Unk
ME_F_12,galbut_1600_1601,32.213,85.010,N,Maine,female,Unk
ME_M_1,galbut_1600_1601,15.431,84.225,Y,Maine,male,Unk
ME_M_2,galbut_1600_1601,19.275,84.082,Y,Maine,male,Unk
ME_M_3,galbut_1600_1601,26.391,84.206,Y,Maine,male,Unk
ME_M_4,galbut_1600_1601,30.285,80.931,N,Maine,male,Unk
ME_M_5,galbut_1600_1601,34.505,81.907,N,Maine,male,Unk
ME_M_6,galbut_1600_1601,24.690,75.364,N,Maine,male,Unk
ME_M_7,galbut_1600_1601,26.762,83.939,Y,Maine,male,Unk
ME_M_8,galbut_1600_1601,24.590,83.939,Y,Maine,male,Unk
ME_M_9,galbut_1600_1601,33.385,83.646,Y,Maine,male,Unk
ME_M_10,galbut_1600_1601,30.822,72.393,N,Maine,male,Unk
ME_M_11,galbut_1600_1601,15.810,83.873,Y,Maine,male,Unk
ME_M_12,galbut_1600_1601,33.404,75.348,N,Maine,male,Unk
ME_M_13,galbut_1600_1601,27.780,84.225,Y,Maine,male,Unk
ME_M_14,galbut_1600_1601,27.568,79.665,N,Maine,male,Unk
ME_M_15,galbut_1600_1601,28.592,79.792,N,Maine,male,Unk
ME_M_16,galbut_1600_1601,26.536,79.508,N,Maine,male,Unk
ME_M_17,galbut_1600_1601,29.613,75.648,N,Maine,male,Unk
ME_M_18,galbut_1600_1601,27.079,75.791,N,Maine,male,Unk
ME_M_19,galbut_1600_1601,30.286,81.673,N,Maine,male,Unk
ME_M_20,galbut_1600_1601,29.278,81.673,N,Maine,male,Unk
OH_F_1,galbut_1600_1601,27.275,79.807,N,Ohio,female,Unk
OH_F_2,galbut_1600_1601,30.798,71.258,N,Ohio,female,Unk
OH_F_3,galbut_1600_1601,27.416,80.219,N,Ohio,female,Unk
OH_F_4,galbut_1600_1601,31.492,80.789,N,Ohio,female,Unk
OH_F_5,galbut_1600_1601,28.182,79.916,N,Ohio,female,Unk
OH_M_1,galbut_1600_1601,34.091,82.230,N,Ohio,male,Unk
OH_M_2,galbut_1600_1601,23.175,77.955,N,Ohio,male,Unk
OH_M_3,galbut_1600_1601,25.406,80.219,N,Ohio,male,Unk
OH_M_4,galbut_1600_1601,32.058,81.074,N,Ohio,male,Unk
OH_M_5,galbut_1600_1601,18.458,84.041,Y,Ohio,male,Unk
OH_M_6,galbut_1600_1601,0,79.774,N,Ohio,male,Unk
OH_M_7,galbut_1600_1601,31.570,80.682,N,Ohio,male,Unk
OH_M_8,galbut_1600_1601,38.479,74.733,N,Ohio,male,Unk
OH_M_9,galbut_1600_1601,39.644,73.106,N,Ohio,male,Unk
OH_M_10,galbut_1600_1601,23.945,79.373,N,Ohio,male,Unk
OH_M_11,galbut_1600_1601,0,80.889,N,Ohio,male,Unk
OH_M_12,galbut_1600_1601,33.582,78.900,N,Ohio,male,Unk
1020_Wabash_M_08182023_1,galbut_2165_2170,32.636,75.969,N,Wabash,male,August
1020_Wabash_M_08182023_2,galbut_2165_2170,17.122,83.317,Y,Wabash,male,August
1020_Wabash_M_08182023_3,galbut_2165_2170,16.006,83.065,Y,Wabash,male,August
1020_Wabash_M_08182023_4,galbut_2165_2170,30.702,83.065,Y,Wabash,male,August
1020_Wabash_M_08182023_5,galbut_2165_2170,13.503,83.033,Y,Wabash,male,August
1020_Wabash_M_08182023_6,galbut_2165_2170,32.831,83.175,Y,Wabash,male,August
1020_Wabash_M_08182023_7,galbut_2165_2170,22.697,83.070,Y,Wabash,male,August
1020_Wabash_M_08182023_8,galbut_2165_2170,33.162,77.267,N,Wabash,male,August
1020_Wabash_M_08182023_9,galbut_2165_2170,0,60.001,N,Wabash,male,August
1020_Wabash_M_08182023_10,galbut_2165_2170,21.605,83.311,Y,Wabash,male,August
1020_Wabash_M_08182023_11,galbut_2165_2170,33.516,85.400,N,Wabash,male,August
1020_Wabash_M_08182023_12,galbut_2165_2170,21.412,83.424,Y,Wabash,male,August
1020_Wabash_M_08182023_13,galbut_2165_2170,17.495,83.176,Y,Wabash,male,August
1020_Wabash_M_08182023_14,galbut_2165_2170,21.035,83.176,Y,Wabash,male,August
1020_Wabash_M_08182023_15,galbut_2165_2170,33.238,76.132,N,Wabash,male,August
1020_Wabash_M_08182023_16,galbut_2165_2170,34.556,75.142,N,Wabash,male,August
1020_Wabash_M_08182023_17,galbut_2165_2170,17.862,82.892,Y,Wabash,male,August
1020_Wabash_M_08182023_18,galbut_2165_2170,16.459,82.892,Y,Wabash,male,August
1020_Wabash_M_08182023_19,galbut_2165_2170,34.193,76.701,N,Wabash,male,August
1020_Wabash_M_08182023_20,galbut_2165_2170,32.241,76.843,N,Wabash,male,August
1020_Wabash_M_08182023_21,galbut_2165_2170,16.416,83.028,Y,Wabash,male,August
